k,T,best_cost,current_cost
1065,5.9292051258178455,293.8926261462365,293.8926261462366
1066,5.917346715566209,293.8926261462365,293.8926261462366
1067,5.905512022135078,293.8926261462365,293.8926261462366
1068,5.893700998090807,293.8926261462365,293.8926261462366
1069,5.881913596094625,293.8926261462365,293.8926261462366
1070,5.8701497689024364,293.8926261462365,293.8926261462366
1071,5.858409469364631,293.8926261462365,293.8926261462366
1072,5.846692650425902,293.8926261462365,293.8926261462366
1073,5.83499926512505,293.8926261462365,293.8926261462366
1074,5.823329266594801,293.8926261462365,293.8926261462365
1075,5.811682608061611,293.8926261462365,293.8926261462365
1076,5.800059242845487,293.8926261462365,293.8926261462365
1077,5.788459124359796,293.8926261462365,293.8926261462365
1078,5.776882206111076,293.8926261462365,293.8926261462365
1079,5.765328441698855,293.8926261462365,293.8926261462365
1080,5.753797784815457,293.8926261462365,293.8926261462366
1081,5.742290189245826,293.8926261462365,293.8926261462365
1082,5.7308056088673345,293.8926261462365,293.8926261462365
1083,5.7193439976496,293.8926261462365,293.8926261462365
1084,5.7079053096543,293.8926261462365,293.8926261462365
1085,5.696489499034992,293.8926261462365,293.8926261462365
1086,5.685096520036922,293.8926261462365,293.8926261462365
1087,5.6737263269968485,293.8926261462365,293.8926261462365
1088,5.6623788743428545,293.8926261462365,293.8926261462365
1089,5.651054116594169,293.8926261462365,293.8926261462365
1090,5.63975200836098,293.8926261462365,293.8926261462365
1091,5.628472504344258,293.8926261462365,293.8926261462365
1092,5.61721555933557,293.8926261462365,293.8926261462365
1093,5.605981128216898,293.8926261462365,293.8926261462366
1094,5.594769165960464,293.8926261462365,293.8926261462366
1095,5.583579627628544,293.8926261462365,293.8926261462366
1096,5.572412468373287,293.8926261462365,293.8926261462366
1097,5.56126764343654,293.8926261462365,293.8926261462366
1098,5.550145108149667,293.8926261462365,293.8926261462366
1099,5.539044817933368,293.8926261462365,293.8926261462366
1100,5.527966728297501,293.8926261462365,293.8926261462366
1101,5.516910794840905,293.8926261462365,293.8926261462366
1102,5.505876973251224,293.8926261462365,293.8926261462366
1103,5.494865219304722,293.8926261462365,293.8926261462366
1104,5.483875488866112,293.8926261462365,293.8926261462366
1105,5.47290773788838,293.8926261462365,293.8926261462365
1106,5.461961922412603,293.8926261462365,293.8926261462365
1107,5.451037998567778,293.8926261462365,293.8926261462365
1108,5.440135922570642,293.8926261462365,293.8926261462365
1109,5.4292556507255005,293.8926261462365,293.8926261462365
1110,5.41839713942405,293.8926261462365,293.8926261462365
1111,5.4075603451452015,293.8926261462365,293.8926261462365
1112,5.396745224454912,293.8926261462365,293.8926261462365
1113,5.385951734006002,293.8926261462365,293.8926261462365
1114,5.37517983053799,293.8926261462365,293.8926261462365
1115,5.364429470876914,293.8926261462365,293.8926261462365
1116,5.353700611935159,293.8926261462365,293.8926261462365
1117,5.342993210711289,293.8926261462365,293.8926261462366
1118,5.332307224289867,293.8926261462365,293.8926261462365
1119,5.3216426098412875,293.8926261462365,293.8926261462365
1120,5.310999324621604,293.8926261462365,293.8926261462365
1121,5.300377325972361,293.8926261462365,293.8926261462365
1122,5.289776571320417,293.8926261462365,293.8926261462365
1123,5.279197018177776,293.8926261462365,293.8926261462365
1124,5.2686386241414205,293.8926261462365,293.8926261462365
1125,5.258101346893137,293.8926261462365,293.8926261462365
